"mirror_path","source_path","live_path","generated","source_sha256","live_sha256","live_exists","exact_match","primary_classification","deletion_candidate","reason"
"10 PROJECTS\10.PROJECTS.CODEPENDENTCODING\10.PROJECTS.CODEPENDENTCODING.Source Mirror\_The Loaded Vibes™ Codex Plugin\.awesome\.github\workflows\cli-for-beginners-sync.lock.yml.md","The Loaded Vibes™ Codex Plugin\.awesome\.github\workflows\cli-for-beginners-sync.lock.yml","D:\_The Codependent Coding™ WebApp Architecture_\The Loaded Vibes™ Codex Plugin\.awesome\.github\workflows\cli-for-beginners-sync.lock.yml","True","b3c83eacc2eca56ea5baf739630c4b08cdcd4227ea15d272f279664fc82269cf","b3c83eacc2eca56ea5baf739630c4b08cdcd4227ea15d272f279664fc82269cf","True","True","live-code duplicate","True","Generated mirror wrapper records the same SHA-256 as the current trusted source file."
"10 PROJECTS\10.PROJECTS.CODEPENDENTCODING\10.PROJECTS.CODEPENDENTCODING.Source Mirror\_The Loaded Vibes™ Codex Plugin\.awesome\.github\workflows\cli-for-beginners-sync.md.md","The Loaded Vibes™ Codex Plugin\.awesome\.github\workflows\cli-for-beginners-sync.md","D:\_The Codependent Coding™ WebApp Architecture_\The Loaded Vibes™ Codex Plugin\.awesome\.github\workflows\cli-for-beginners-sync.md","True","88a0091f98e44103a42b8fe931ad76f74230b2a98da5a9d8ae664e6ca0c28dd0","88a0091f98e44103a42b8fe931ad76f74230b2a98da5a9d8ae664e6ca0c28dd0","True","True","live-code duplicate","True","Generated mirror wrapper records the same SHA-256 as the current trusted source file."
"10 PROJECTS\10.PROJECTS.CODEPENDENTCODING\10.PROJECTS.CODEPENDENTCODING.Source Mirror\_The Loaded Vibes™ Codex Plugin\.awesome\.github\workflows\codeowner-update.lock.yml.md","The Loaded Vibes™ Codex Plugin\.awesome\.github\workflows\codeowner-update.lock.yml","D:\_The Codependent Coding™ WebApp Architecture_\The Loaded Vibes™ Codex Plugin\.awesome\.github\workflows\codeowner-update.lock.yml","True","eaa0305d2abea861ccc6ebb041252fb693bd5b54153bf789e733e47e8b5961ae","eaa0305d2abea861ccc6ebb041252fb693bd5b54153bf789e733e47e8b5961ae","True","True","live-code duplicate","True","Generated mirror wrapper records the same SHA-256 as the current trusted source file."
"10 PROJECTS\10.PROJECTS.CODEPENDENTCODING\10.PROJECTS.CODEPENDENTCODING.Source Mirror\_The Loaded Vibes™ Codex Plugin\.awesome\.github\workflows\codeowner-update.md.md","The Loaded Vibes™ Codex Plugin\.awesome\.github\workflows\codeowner-update.md","D:\_The Codependent Coding™ WebApp Architecture_\The Loaded Vibes™ Codex Plugin\.awesome\.github\workflows\codeowner-update.md","True","99dab8557cc943930b0886dfa9ec0638172dda4c30c661c2799acda5da3e63fc","99dab8557cc943930b0886dfa9ec0638172dda4c30c661c2799acda5da3e63fc","True","True","live-code duplicate","True","Generated mirror wrapper records the same SHA-256 as the current trusted source file."
"10 PROJECTS\10.PROJECTS.CODEPENDENTCODING\10.PROJECTS.CODEPENDENTCODING.Source Mirror\_The Loaded Vibes™ Codex Plugin\.awesome\.github\workflows\codespell.yml.md","The Loaded Vibes™ Codex Plugin\.awesome\.github\workflows\codespell.yml","D:\_The Codependent Coding™ WebApp Architecture_\The Loaded Vibes™ Codex Plugin\.awesome\.github\workflows\codespell.yml","True","074000b1e1c91d54eaf6930a4614dc766d8d8f77aa530bcf5a3c55df70113700","074000b1e1c91d54eaf6930a4614dc766d8d8f77aa530bcf5a3c55df70113700","True","True","live-code duplicate","True","Generated mirror wrapper records the same SHA-256 as the current trusted source file."
"10 PROJECTS\10.PROJECTS.CODEPENDENTCODING\10.PROJECTS.CODEPENDENTCODING.Source Mirror\_The Loaded Vibes™ Codex Plugin\.awesome\.github\workflows\contributor-check-writer.yml.md","The Loaded Vibes™ Codex Plugin\.awesome\.github\workflows\contributor-check-writer.yml","D:\_The Codependent Coding™ WebApp Architecture_\The Loaded Vibes™ Codex Plugin\.awesome\.github\workflows\contributor-check-writer.yml","True","2c20ef18e097207973779b7ca9940017d1b4bca27c72cdbf9dc6699a1d13401f","2c20ef18e097207973779b7ca9940017d1b4bca27c72cdbf9dc6699a1d13401f","True","True","live-code duplicate","True","Generated mirror wrapper records the same SHA-256 as the current trusted source file."
"10 PROJECTS\10.PROJECTS.CODEPENDENTCODING\10.PROJECTS.CODEPENDENTCODING.Source Mirror\_The Loaded Vibes™ Codex Plugin\.awesome\.github\workflows\contributor-check.yml.md","The Loaded Vibes™ Codex Plugin\.awesome\.github\workflows\contributor-check.yml","D:\_The Codependent Coding™ WebApp Architecture_\The Loaded Vibes™ Codex Plugin\.awesome\.github\workflows\contributor-check.yml","True","35f21e87f3d57100d4821a703d4a7b5f6dfe6fa9cd1337deb2b5b3fea4927679","35f21e87f3d57100d4821a703d4a7b5f6dfe6fa9cd1337deb2b5b3fea4927679","True","True","live-code duplicate","True","Generated mirror wrapper records the same SHA-256 as the current trusted source file."
"10 PROJECTS\10.PROJECTS.CODEPENDENTCODING\10.PROJECTS.CODEPENDENTCODING.Source Mirror\_The Loaded Vibes™ Codex Plugin\.awesome\.github\workflows\contributors.yml.md","The Loaded Vibes™ Codex Plugin\.awesome\.github\workflows\contributors.yml","D:\_The Codependent Coding™ WebApp Architecture_\The Loaded Vibes™ Codex Plugin\.awesome\.github\workflows\contributors.yml","True","1949a91df8d3d3bdf5394d87d3c35ea48271a83c493dac6286b6d89d163175a8","1949a91df8d3d3bdf5394d87d3c35ea48271a83c493dac6286b6d89d163175a8","True","True","live-code duplicate","True","Generated mirror wrapper records the same SHA-256 as the current trusted source file."
"10 PROJECTS\10.PROJECTS.CODEPENDENTCODING\10.PROJECTS.CODEPENDENTCODING.Source Mirror\_The Loaded Vibes™ Codex Plugin\.awesome\.github\workflows\copilot-setup-steps.yml.md","The Loaded Vibes™ Codex Plugin\.awesome\.github\workflows\copilot-setup-steps.yml","D:\_The Codependent Coding™ WebApp Architecture_\The Loaded Vibes™ Codex Plugin\.awesome\.github\workflows\copilot-setup-steps.yml","True","08eca48591212b0a0c303ad5e87b00622abbe8724db6e6a9e74f87440256977a","08eca48591212b0a0c303ad5e87b00622abbe8724db6e6a9e74f87440256977a","True","True","live-code duplicate","True","Generated mirror wrapper records the same SHA-256 as the current trusted source file."
"10 PROJECTS\10.PROJECTS.CODEPENDENTCODING\10.PROJECTS.CODEPENDENTCODING.Source Mirror\_The Loaded Vibes™ Codex Plugin\.awesome\.github\workflows\copilot-workshops-sync.lock.yml.md","The Loaded Vibes™ Codex Plugin\.awesome\.github\workflows\copilot-workshops-sync.lock.yml","D:\_The Codependent Coding™ WebApp Architecture_\The Loaded Vibes™ Codex Plugin\.awesome\.github\workflows\copilot-workshops-sync.lock.yml","True","39e5a3e81bf2e5cbbc5b244a6e67952ab9e7f70bb3fe008f1842c279fda1fe30","39e5a3e81bf2e5cbbc5b244a6e67952ab9e7f70bb3fe008f1842c279fda1fe30","True","True","live-code duplicate","True","Generated mirror wrapper records the same SHA-256 as the current trusted source file."
"10 PROJECTS\10.PROJECTS.CODEPENDENTCODING\10.PROJECTS.CODEPENDENTCODING.Source Mirror\_The Loaded Vibes™ Codex Plugin\.awesome\.github\workflows\copilot-workshops-sync.md.md","The Loaded Vibes™ Codex Plugin\.awesome\.github\workflows\copilot-workshops-sync.md","D:\_The Codependent Coding™ WebApp Architecture_\The Loaded Vibes™ Codex Plugin\.awesome\.github\workflows\copilot-workshops-sync.md","True","38a4b47c78c0bf3f499039d9b9710b20c641201dc79566eb2cf8a06942ca7c27","38a4b47c78c0bf3f499039d9b9710b20c641201dc79566eb2cf8a06942ca7c27","True","True","live-code duplicate","True","Generated mirror wrapper records the same SHA-256 as the current trusted source file."
"10 PROJECTS\10.PROJECTS.CODEPENDENTCODING\10.PROJECTS.CODEPENDENTCODING.Source Mirror\_The Loaded Vibes™ Codex Plugin\.awesome\.github\workflows\deploy-website.yml.md","The Loaded Vibes™ Codex Plugin\.awesome\.github\workflows\deploy-website.yml","D:\_The Codependent Coding™ WebApp Architecture_\The Loaded Vibes™ Codex Plugin\.awesome\.github\workflows\deploy-website.yml","True","1149080965bc7b349c07e2eb59adfecb7ebc6b4bc3689c203d71117594800f89","1149080965bc7b349c07e2eb59adfecb7ebc6b4bc3689c203d71117594800f89","True","True","live-code duplicate","True","Generated mirror wrapper records the same SHA-256 as the current trusted source file."
"10 PROJECTS\10.PROJECTS.CODEPENDENTCODING\10.PROJECTS.CODEPENDENTCODING.Source Mirror\_The Loaded Vibes™ Codex Plugin\.awesome\.github\workflows\duplicate-resource-detector.lock.yml.md","The Loaded Vibes™ Codex Plugin\.awesome\.github\workflows\duplicate-resource-detector.lock.yml","D:\_The Codependent Coding™ WebApp Architecture_\The Loaded Vibes™ Codex Plugin\.awesome\.github\workflows\duplicate-resource-detector.lock.yml","True","8ad6b754cb6e0b1d0fd7c2ae0ef5e141b70accb3909d6488d97ebe2131d1f667","8ad6b754cb6e0b1d0fd7c2ae0ef5e141b70accb3909d6488d97ebe2131d1f667","True","True","live-code duplicate","True","Generated mirror wrapper records the same SHA-256 as the current trusted source file."
"10 PROJECTS\10.PROJECTS.CODEPENDENTCODING\10.PROJECTS.CODEPENDENTCODING.Source Mirror\_The Loaded Vibes™ Codex Plugin\.awesome\.github\workflows\duplicate-resource-detector.md.md","The Loaded Vibes™ Codex Plugin\.awesome\.github\workflows\duplicate-resource-detector.md","D:\_The Codependent Coding™ WebApp Architecture_\The Loaded Vibes™ Codex Plugin\.awesome\.github\workflows\duplicate-resource-detector.md","True","098ff89d3a0fbbcabb3d2221e2bf712c74e4ca5e3e903be955103650a5a6a2ca","098ff89d3a0fbbcabb3d2221e2bf712c74e4ca5e3e903be955103650a5a6a2ca","True","True","live-code duplicate","True","Generated mirror wrapper records the same SHA-256 as the current trusted source file."
"10 PROJECTS\10.PROJECTS.CODEPENDENTCODING\10.PROJECTS.CODEPENDENTCODING.Source Mirror\_The Loaded Vibes™ Codex Plugin\.awesome\.github\workflows\external-plugin-approval-command.yml.md","The Loaded Vibes™ Codex Plugin\.awesome\.github\workflows\external-plugin-approval-command.yml","D:\_The Codependent Coding™ WebApp Architecture_\The Loaded Vibes™ Codex Plugin\.awesome\.github\workflows\external-plugin-approval-command.yml","True","3e475cdd695504aa9ba7a3cd1d301061920862ed27179b495c3e71e16b33d4c3","3e475cdd695504aa9ba7a3cd1d301061920862ed27179b495c3e71e16b33d4c3","True","True","live-code duplicate","True","Generated mirror wrapper records the same SHA-256 as the current trusted source file."
"10 PROJECTS\10.PROJECTS.CODEPENDENTCODING\10.PROJECTS.CODEPENDENTCODING.Source Mirror\_The Loaded Vibes™ Codex Plugin\.awesome\.github\workflows\external-plugin-command-router.yml.md","The Loaded Vibes™ Codex Plugin\.awesome\.github\workflows\external-plugin-command-router.yml","D:\_The Codependent Coding™ WebApp Architecture_\The Loaded Vibes™ Codex Plugin\.awesome\.github\workflows\external-plugin-command-router.yml","True","55684e640072f95a3a742112eb9b426d721a826a8be98f140f598e650977668b","55684e640072f95a3a742112eb9b426d721a826a8be98f140f598e650977668b","True","True","live-code duplicate","True","Generated mirror wrapper records the same SHA-256 as the current trusted source file."
"10 PROJECTS\10.PROJECTS.CODEPENDENTCODING\10.PROJECTS.CODEPENDENTCODING.Source Mirror\_The Loaded Vibes™ Codex Plugin\.awesome\.github\workflows\external-plugin-intake.yml.md","The Loaded Vibes™ Codex Plugin\.awesome\.github\workflows\external-plugin-intake.yml","D:\_The Codependent Coding™ WebApp Architecture_\The Loaded Vibes™ Codex Plugin\.awesome\.github\workflows\external-plugin-intake.yml","True","16e7c22498b3bfb31251d3f645757c1f827663ea1a8a7b4a5faa6cce0ebabdc2","16e7c22498b3bfb31251d3f645757c1f827663ea1a8a7b4a5faa6cce0ebabdc2","True","True","live-code duplicate","True","Generated mirror wrapper records the same SHA-256 as the current trusted source file."
"10 PROJECTS\10.PROJECTS.CODEPENDENTCODING\10.PROJECTS.CODEPENDENTCODING.Source Mirror\_The Loaded Vibes™ Codex Plugin\.awesome\.github\workflows\external-plugin-pr-quality-gates-writer.yml.md","The Loaded Vibes™ Codex Plugin\.awesome\.github\workflows\external-plugin-pr-quality-gates-writer.yml","D:\_The Codependent Coding™ WebApp Architecture_\The Loaded Vibes™ Codex Plugin\.awesome\.github\workflows\external-plugin-pr-quality-gates-writer.yml","True","1a342574ae5982941b5b0a566f2593409b86a7c50da3aba814d82f6b47474bec","1a342574ae5982941b5b0a566f2593409b86a7c50da3aba814d82f6b47474bec","True","True","live-code duplicate","True","Generated mirror wrapper records the same SHA-256 as the current trusted source file."
"10 PROJECTS\10.PROJECTS.CODEPENDENTCODING\10.PROJECTS.CODEPENDENTCODING.Source Mirror\_The Loaded Vibes™ Codex Plugin\.awesome\.github\workflows\external-plugin-pr-quality-gates.yml.md","The Loaded Vibes™ Codex Plugin\.awesome\.github\workflows\external-plugin-pr-quality-gates.yml","D:\_The Codependent Coding™ WebApp Architecture_\The Loaded Vibes™ Codex Plugin\.awesome\.github\workflows\external-plugin-pr-quality-gates.yml","True","644c70d6223e0bdd437aaaaececdd08d19421b4d23904c4ba2ad5b3acfa5d0d5","644c70d6223e0bdd437aaaaececdd08d19421b4d23904c4ba2ad5b3acfa5d0d5","True","True","live-code duplicate","True","Generated mirror wrapper records the same SHA-256 as the current trusted source file."
"10 PROJECTS\10.PROJECTS.CODEPENDENTCODING\10.PROJECTS.CODEPENDENTCODING.Source Mirror\_The Loaded Vibes™ Codex Plugin\.awesome\.github\workflows\external-plugin-quality-gates.yml.md","The Loaded Vibes™ Codex Plugin\.awesome\.github\workflows\external-plugin-quality-gates.yml","D:\_The Codependent Coding™ WebApp Architecture_\The Loaded Vibes™ Codex Plugin\.awesome\.github\workflows\external-plugin-quality-gates.yml","True","0f8ae396f6254f3698b162dbdc7d7833b562c3a8aa77cbf5a8ecd75f2ae5702b","0f8ae396f6254f3698b162dbdc7d7833b562c3a8aa77cbf5a8ecd75f2ae5702b","True","True","live-code duplicate","True","Generated mirror wrapper records the same SHA-256 as the current trusted source file."
"10 PROJECTS\10.PROJECTS.CODEPENDENTCODING\10.PROJECTS.CODEPENDENTCODING.Source Mirror\_The Loaded Vibes™ Codex Plugin\.awesome\.github\workflows\external-plugin-rereview-command.yml.md","The Loaded Vibes™ Codex Plugin\.awesome\.github\workflows\external-plugin-rereview-command.yml","D:\_The Codependent Coding™ WebApp Architecture_\The Loaded Vibes™ Codex Plugin\.awesome\.github\workflows\external-plugin-rereview-command.yml","True","9e70786203556108f2cc1bd57304630859c0e2365128e26f15dad5bff9a158d2","9e70786203556108f2cc1bd57304630859c0e2365128e26f15dad5bff9a158d2","True","True","live-code duplicate","True","Generated mirror wrapper records the same SHA-256 as the current trusted source file."
"10 PROJECTS\10.PROJECTS.CODEPENDENTCODING\10.PROJECTS.CODEPENDENTCODING.Source Mirror\_The Loaded Vibes™ Codex Plugin\.awesome\.github\workflows\external-plugin-rereview.yml.md","The Loaded Vibes™ Codex Plugin\.awesome\.github\workflows\external-plugin-rereview.yml","D:\_The Codependent Coding™ WebApp Architecture_\The Loaded Vibes™ Codex Plugin\.awesome\.github\workflows\external-plugin-rereview.yml","True","bb38619f94029cc192c5847fe69e98351f238b801005495717d9225d0a6bc9fc","bb38619f94029cc192c5847fe69e98351f238b801005495717d9225d0a6bc9fc","True","True","live-code duplicate","True","Generated mirror wrapper records the same SHA-256 as the current trusted source file."
"10 PROJECTS\10.PROJECTS.CODEPENDENTCODING\10.PROJECTS.CODEPENDENTCODING.Source Mirror\_The Loaded Vibes™ Codex Plugin\.awesome\.github\workflows\label-pr-intent-writer.yml.md","The Loaded Vibes™ Codex Plugin\.awesome\.github\workflows\label-pr-intent-writer.yml","D:\_The Codependent Coding™ WebApp Architecture_\The Loaded Vibes™ Codex Plugin\.awesome\.github\workflows\label-pr-intent-writer.yml","True","cd1d84633bb30251f3f645f3ec0c26d7cd280b2cef0bee8d0b7a89c0961352ad","cd1d84633bb30251f3f645f3ec0c26d7cd280b2cef0bee8d0b7a89c0961352ad","True","True","live-code duplicate","True","Generated mirror wrapper records the same SHA-256 as the current trusted source file."
"10 PROJECTS\10.PROJECTS.CODEPENDENTCODING\10.PROJECTS.CODEPENDENTCODING.Source Mirror\_The Loaded Vibes™ Codex Plugin\.awesome\.github\workflows\label-pr-intent.yml.md","The Loaded Vibes™ Codex Plugin\.awesome\.github\workflows\label-pr-intent.yml","D:\_The Codependent Coding™ WebApp Architecture_\The Loaded Vibes™ Codex Plugin\.awesome\.github\workflows\label-pr-intent.yml","True","63016a3c0423ace6115a9b3a53eb038b1d5a85f77522577c0e8ba1baee2e4707","63016a3c0423ace6115a9b3a53eb038b1d5a85f77522577c0e8ba1baee2e4707","True","True","live-code duplicate","True","Generated mirror wrapper records the same SHA-256 as the current trusted source file."
"10 PROJECTS\10.PROJECTS.CODEPENDENTCODING\10.PROJECTS.CODEPENDENTCODING.Source Mirror\_The Loaded Vibes™ Codex Plugin\.awesome\.github\workflows\learning-hub-updater.lock.yml.md","The Loaded Vibes™ Codex Plugin\.awesome\.github\workflows\learning-hub-updater.lock.yml","D:\_The Codependent Coding™ WebApp Architecture_\The Loaded Vibes™ Codex Plugin\.awesome\.github\workflows\learning-hub-updater.lock.yml","True","0724b25d51afff69aea42459243eb20e5643775b29973053a632909d65d5e617","0724b25d51afff69aea42459243eb20e5643775b29973053a632909d65d5e617","True","True","live-code duplicate","True","Generated mirror wrapper records the same SHA-256 as the current trusted source file."
"10 PROJECTS\10.PROJECTS.CODEPENDENTCODING\10.PROJECTS.CODEPENDENTCODING.Source Mirror\_The Loaded Vibes™ Codex Plugin\.awesome\.github\workflows\learning-hub-updater.md.md","The Loaded Vibes™ Codex Plugin\.awesome\.github\workflows\learning-hub-updater.md","D:\_The Codependent Coding™ WebApp Architecture_\The Loaded Vibes™ Codex Plugin\.awesome\.github\workflows\learning-hub-updater.md","True","a15d47b87ea33a1f57792ad56c7400e2aafdf33a936bf457610413c7cb272fc8","a15d47b87ea33a1f57792ad56c7400e2aafdf33a936bf457610413c7cb272fc8","True","True","live-code duplicate","True","Generated mirror wrapper records the same SHA-256 as the current trusted source file."
"10 PROJECTS\10.PROJECTS.CODEPENDENTCODING\10.PROJECTS.CODEPENDENTCODING.Source Mirror\_The Loaded Vibes™ Codex Plugin\.awesome\.github\workflows\pr-duplicate-check-writer.yml.md","The Loaded Vibes™ Codex Plugin\.awesome\.github\workflows\pr-duplicate-check-writer.yml","D:\_The Codependent Coding™ WebApp Architecture_\The Loaded Vibes™ Codex Plugin\.awesome\.github\workflows\pr-duplicate-check-writer.yml","True","73d0e924a507ed50baa67bf31d28ef7d6ab696fba16ece4277f8bd59b4e86d41","73d0e924a507ed50baa67bf31d28ef7d6ab696fba16ece4277f8bd59b4e86d41","True","True","live-code duplicate","True","Generated mirror wrapper records the same SHA-256 as the current trusted source file."
